id,value,rating,freq,city,state,stars
The Prince of India,1,4,1,Edinburgh,EDH,3.5
Saffron Flavors of India,464,4,29,Las Vegas,NV,4.0
Indian Maharaja Palace,4,3,4,Glendale,AZ,3.0
Guru Palace,162,3,18,Mesa,AZ,4.0
Saffron,4,2,4,Las Vegas,NV,2.0
Pasand,1,3,1,Tempe,AZ,3.0
Khyber Halal,2,5,2,Phoenix,AZ,4.0
Flavor of India,2,4,2,Madison,WI,4.0
India Grill,112,4,7,Tempe,AZ,4.0
Haveli Restaurant,1,3,1,Fitchburg,WI,4.0
Hurry 4 Curry,2,4,2,Phoenix,AZ,3.0
New India Bazaar,2,3,2,Phoenix,AZ,3.5
Omar Khayyam,1,4,1,Edinburgh,EDH,4.0
Delhi Indian Cuisine,272,4,17,Las Vegas,NV,4.5
Bay Leaf Cafe,1,3,1,Chandler,AZ,3.5
Delhi Palace Cuisine of India,117,3,13,Tempe,AZ,3.5
Masala Bay Fine Indian Dining,1,4,1,Waterloo,ON,3.5
Madras Ananda Bhavan,5,3,5,Phoenix,AZ,4.0
India Palace,544,4,34,Las Vegas,NV,4.0
Taste of India,1,4,1,Madison,WI,4.0
Bawarchi Indian Cuisine,3,4,3,Phoenix,AZ,3.5
The Mosque Kitchen,3,4,3,Edinburgh,EDH,4.0
Star of India,224,4,14,Phoenix,AZ,4.0
Karaikudi Palace,3,4,3,Scottsdale,AZ,3.5
Mint Indian Bistro,736,4,46,Las Vegas,NV,4.0
India Oven,1,4,1,Las Vegas,NV,3.5
Kismot,3,5,3,Edinburgh,EDH,4.5
Pak Afghan Halal Restaurant & Catering,1,5,1,Phoenix,AZ,4.0
Indian Paradise,1,4,1,Phoenix,AZ,3.0
Nandini Indian Cuisine,2,4,2,Tempe,AZ,5.0
Love India,1,4,1,Edinburgh,EDH,4.0
Origin India Restaurant & Bar,108,3,12,Las Vegas,NV,3.5
Swagat India,2,4,2,Madison,WI,4.0
Indus Village,1,5,1,Chandler,AZ,4.0
India Gate,3,4,3,Chandler,AZ,3.5
Tandoori Times 2 Indian Bistro,128,4,8,Glendale,AZ,3.5
India Garden,112,4,7,Avondale,AZ,4.0
Royal Taj,208,4,13,Tempe,AZ,3.5
Indian Delhi Palace,117,3,13,Phoenix,AZ,3.5
Lancers Brasserie,1,5,1,Edinburgh,EDH,4.0
Taj Palace,261,3,29,Henderson,NV,4.0
Mount Everest India's Cuisine,880,4,55,Las Vegas,NV,4.5
Kebab Mahal,1,5,1,Edinburgh,EDH,4.5
New Saffrani,1,4,1,Edinburgh,EDH,4.0
NASHA Indian Cuisine,1,2,1,Chandler,AZ,3.5
Gandhi India's Cuisine,1,4,1,Las Vegas,NV,3.5
India Palace,108,3,12,Phoenix,AZ,3.5
Tamba Indian Cuisine & Lounge,4,3,4,Las Vegas,NV,3.5
Samosa Factory,352,4,22,Las Vegas,NV,4.0
India's Grill,54,3,6,Mesa,AZ,4.0
Passage To India,4,4,4,Tempe,AZ,4.0
Bombay Spice Grill,3,2,3,Phoenix,AZ,3.5
Indian Paradise,1,3,1,Chandler,AZ,4.5
Chutney's Indian Cuisine,4,4,4,Tempe,AZ,4.0
Shalimar Restaurant,63,3,7,Las Vegas,NV,3.5
Vinyasa,1,4,1,Edinburgh,EDH,4.0
Curry Corner,272,4,17,Tempe,AZ,3.5
Taste of India,1,1,1,Phoenix,AZ,2.0
Sutra Fine Indian Cuisine,2,4,2,Goodyear,AZ,3.5
OM Restaurant,3,4,3,Las Vegas,NV,4.0
Flavors of India,4,4,4,Phoenix,AZ,3.5
India Gate,4,2,4,Gilbert,AZ,3.5
Mantra Masala,5,2,5,Las Vegas,NV,3.5
Indian Paradise 2,1,5,1,Phoenix,AZ,3.5
The Dhaba,496,4,31,Tempe,AZ,4.0
Southern Spice,5,3,5,Tempe,AZ,3.5
Sai India Curry,1,3,1,Las Vegas,NV,3.0
Indian Paradise,160,4,10,Scottsdale,AZ,4.0
Kalpna Restaurant,1,4,1,Edinburgh,EDH,4.0
